k,raw_motif,iso_key
5,"?(0,1)/?(0,2)/?(1,1)/?(2,0)/?(2,1)|edges=0000100110000010000000010",0000000001000011010010000
5,"?(0,1)/?(0,1)/?(1,0)/?(1,1)/?(2,1)|edges=0000100010000000000100100",0000000001000010010010000
5,"?(0,1)/?(0,1)/?(0,1)/?(2,0)/?(2,1)|edges=0001000001000010000000010",0000000001000011000010000
5,"?(0,1)/?(1,0)/?(1,0)/?(1,0)/?(1,3)|edges=0000100000000000000001110",0000000000000000000111100
5,"?(0,2)/?(0,3)/?(1,0)/?(2,0)/?(2,0)|edges=0001100111000000000000000",0000000000000000110011100
5,"?(0,3)/?(1,0)/?(1,1)/?(1,1)/?(2,0)|edges=0111000000000010000100000",0000000000010000100010110
5,"?(0,1)/?(0,3)/?(1,0)/?(1,0)/?(2,0)|edges=0000100111000000000000000",0000000000000000010011100
5,"?(0,2)/?(1,2)/?(1,2)/?(2,0)/?(2,0)|edges=0110000011000110000000000",0000000000000111100011000
5,"?(0,2)/?(0,2)/?(2,0)/?(2,1)/?(2,1)|edges=0001100011000000010000100",0000000011000111000010000
5,"?(0,2)/?(1,0)/?(1,0)/?(1,1)/?(1,1)|edges=0101000000000000000100100",0000000000000010110010000
5,"?(0,1)/?(0,1)/?(1,0)/?(1,0)/?(2,2)|edges=0000100001000000000000110",0000000000000010000111000
5,"?(0,1)/?(0,2)/?(1,1)/?(2,0)/?(2,1)|edges=0001000101000010000000010",0000000001010011000010000
5,"?(0,1)/?(0,1)/?(1,1)/?(1,1)/?(2,0)|edges=0010000001000100000100000",0000000001010001000010000
5,"?(0,1)/?(1,0)/?(1,1)/?(1,2)/?(2,1)|edges=0001000000000010010101000",0000000001000100100110000
5,"?(0,1)/?(1,1)/?(1,1)/?(1,2)/?(2,0)|edges=0010000001000100100100000",0000000001010001000010010
5,"?(0,1)/?(0,1)/?(1,1)/?(2,0)/?(2,2)|edges=0000100001000100000000110",0000000001000011000010010
5,"?(0,1)/?(0,2)/?(1,0)/?(1,1)/?(2,0)|edges=0000100011000000010000000",0000000000010000100110000
5,"?(0,1)/?(0,2)/?(1,0)/?(2,1)/?(2,1)|edges=0001000011000000000100100",0000000001000111000000010
5,"?(0,2)/?(1,0)/?(1,0)/?(1,2)/?(2,1)|edges=0001100000000000100100100",0000000000000110100010010
5,"?(0,1)/?(0,1)/?(1,2)/?(2,0)/?(2,1)|edges=0010000001000110000000010",0000000001000101000010010
5,"?(0,1)/?(0,1)/?(1,0)/?(1,2)/?(2,0)|edges=0000100010000000010100000",0000000000000010100011000
5,"?(0,2)/?(1,2)/?(1,2)/?(2,0)/?(2,0)|edges=0100100110000110000000000",0000000000010011010011000
5,"?(0,2)/?(1,0)/?(1,0)/?(1,1)/?(1,1)|edges=0001100000000000100000100",0000000000000110100010000
5,"?(0,1)/?(0,2)/?(1,0)/?(1,0)/?(2,1)|edges=0000100101000000000000010",0000000000000010100110000
5,"?(0,1)/?(0,2)/?(1,0)/?(2,0)/?(2,2)|edges=0000100011000000000000110",0000000000000010100111000
5,"?(0,2)/?(1,0)/?(1,1)/?(1,2)/?(2,0)|edges=0001100000010000010100000",0000000000010001000110100
